Comment;clean_text;normalized_text;processed_text;tokens;aktor;isu;sentiment;pre_label;manual_label
"Maaf dari awal saya merasa host dan narasumber tdk menguasai dg baik persoalan KDMP ini. Jadi alur dr KDMP yg sebenarnya adalah :

1. Bank Himbara kucurkan dana ke Agrinas.

2. Agrinas memberikan jatah 3 M per KDMP. Dimana 1,4 atau 1,6 M (saya lupa yg mana angka persisnya) peruntukamnya utk kantor dam sarana pendukung KDMP. 

3. Sisa dari 3 M setelah dikurangi angka pembangunan kantor dan sarana pendukung itulah yg dinamakan modal kerja. Modal kerja ini simpang siur masih apakah diberikan dalam bentuk uang tunai atau barang2 yg akan dijual oleh KDMP.

4. Agrinas langsung memotong  dana desa sebesar 640 juta per tahun selama 5 tahun (jadi dana 3 M yg diberikan Agrinas akan kembali ke Agrinas sebesar 3,2 M) sbg sumber pemgembalian dana dari desa. Mereka tahu kalau sumber pemgembalian dari KDMP ada resiko gagal bayar (jika KDMPnya gak produktif).

Yg harus dikritisi dg sistem seperti ini adalah :

1. Kebijakan ini bertentangan dg visi Prabowo, dimana seharusnya dg KDMP maka ekonomi desa akan bergerak. Faktanya pembangunan KDMP tdk melibatkan desa melainkan dihandle langsung oleh Kodim.

2. Kebijakan pembangunan KDMP spt skrg sangat rawan thd isu korupsi. Rumor yg beredar dana pembangunan terindikasi disunat.

3. Ketidaksiapan SDM di desa menyebabkan  banyak koperasi yg bingung mau bisnis apa.

4. Seharusnya KDMP berfungsi sebagai supplier utama dari MBG. Hal ini bertujuan agar jgn sampai produk KDMP justru bersaing dengan pengusaha lokal di desa.";Maaf dari awal saya merasa host dan narasumber tdk menguasai dg baik persoalan KDMP ini Jadi alur dr KDMP yg sebenarnya adalah 1 Bank Himbara kucurkan dana ke Agrinas 2 Agrinas memberikan jatah 3 M per KDMP Dimana 1 4 atau 1 6 M saya lupa yg mana angka persisnya peruntukamnya utk kantor dam sarana pendukung KDMP 3 Sisa dari 3 M setelah dikurangi angka pembangunan kantor dan sarana pendukung itulah yg dinamakan modal kerja Modal kerja ini simpang siur masih apakah diberikan dalam bentuk uang tunai atau barang2 yg akan dijual oleh KDMP 4 Agrinas langsung memotong dana desa sebesar 640 juta per tahun selama 5 tahun jadi dana 3 M yg diberikan Agrinas akan kembali ke Agrinas sebesar 3 2 M sbg sumber pemgembalian dana dari desa Mereka tahu kalau sumber pemgembalian dari KDMP ada resiko gagal bayar jika KDMPnya gak produktif Yg harus dikritisi dg sistem seperti ini adalah 1 Kebijakan ini bertentangan dg visi Prabowo dimana seharusnya dg KDMP maka ekonomi desa akan bergerak Faktanya pembangunan KDMP tdk melibatkan desa melainkan dihandle langsung oleh Kodim 2 Kebijakan pembangunan KDMP spt skrg sangat rawan thd isu korupsi Rumor yg beredar dana pembangunan terindikasi disunat 3 Ketidaksiapan SDM di desa menyebabkan banyak koperasi yg bingung mau bisnis apa 4 Seharusnya KDMP berfungsi sebagai supplier utama dari MBG Hal ini bertujuan agar jgn sampai produk KDMP justru bersaing dengan pengusaha lokal di desa;maaf dari awal saya merasa host dan narasumber tidak menguasai dengan baik persoalan koperasi desa merah putih ini jadi alur dari koperasi desa merah putih yang sebenarnya adalah 1 bank himbara kucurkan dana ke agrinas 2 agrinas memberikan jatah 3 m per koperasi desa merah putih dimana 1 4 atau 1 6 m saya lupa yang mana angka persisnya peruntukamnya untuk kantor dam sarana pendukung koperasi desa merah putih 3 sisa dari 3 m setelah dikurangi angka pembangunan kantor dan sarana pendukung itulah yang dinamakan modal kerja modal kerja ini simpang siur masih apakah diberikan dalam bentuk uang tunai atau barang2 yang akan dijual oleh koperasi desa merah putih 4 agrinas langsung memotong dana desa sebesar 640 juta per tahun selama 5 tahun jadi dana 3 m yang diberikan agrinas akan kembali ke agrinas sebesar 3 2 m sbg sumber pemgembalian dana dari desa mereka tahu kalau sumber pemgembalian dari koperasi desa merah putih ada risiko gagal bayar jika kdmpnya tidak produktif yang harus dikritisi dengan sistem seperti ini adalah 1 kebijakan ini bertentangan dengan visi prabowo dimana seharusnya dengan koperasi desa merah putih maka ekonomi desa akan bergerak faktanya pembangunan koperasi desa merah putih tidak melibatkan desa melainkan dihandle langsung oleh tni 2 kebijakan pembangunan koperasi desa merah putih seperti sekarang sangat rawan thd isu korupsi rumor yang beredar dana pembangunan terindikasi disunat 3 ketidaksiapan sdm di desa menyebabkan banyak koperasi yang bingung mau bisnis apa 4 seharusnya koperasi desa merah putih berfungsi sebagai supplier utama dari mbg hal ini bertujuan agar jgn sampai produk koperasi desa merah putih justru bersaing dengan pengusaha lokal di desa;maaf dari awal saya merasa host dan narasumber tidak menguasai dengan baik persoalan koperasi desa merah putih ini jadi alur dari koperasi desa merah putih yang sebenarnya adalah bank himbara kucurkan dana ke agrinas agrinas memberikan jatah per koperasi desa merah putih dimana atau saya lupa yang mana angka persisnya peruntukamnya untuk kantor dam sarana pendukung koperasi desa merah putih sisa dari setelah dikurangi angka pembangunan kantor dan sarana pendukung itulah yang dinamakan modal kerja modal kerja ini simpang siur masih apakah diberikan dalam bentuk uang tunai atau barang2 yang akan dijual oleh koperasi desa merah putih agrinas langsung memotong dana desa sebesar 640 juta per tahun selama tahun jadi dana yang diberikan agrinas akan kembali ke agrinas sebesar sbg sumber pemgembalian dana dari desa mereka tahu kalau sumber pemgembalian dari koperasi desa merah putih ada risiko gagal bayar jika kdmpnya tidak produktif yang harus dikritisi dengan sistem seperti ini adalah kebijakan ini bertentangan dengan visi prabowo dimana seharusnya dengan koperasi desa merah putih maka ekonomi desa akan bergerak faktanya pembangunan koperasi desa merah putih tidak melibatkan desa melainkan dihandle langsung oleh tni kebijakan pembangunan koperasi desa merah putih seperti sekarang sangat rawan thd isu korupsi rumor yang beredar dana pembangunan terindikasi disunat ketidaksiapan sdm di desa menyebabkan banyak koperasi yang bingung mau bisnis apa seharusnya koperasi desa merah putih berfungsi sebagai supplier utama dari mbg hal ini bertujuan agar jgn sampai produk koperasi desa merah putih justru bersaing dengan pengusaha lokal di desa;['maaf', 'dari', 'awal', 'saya', 'merasa', 'host', 'dan', 'narasumber', 'tidak', 'menguasai', 'dengan', 'baik', 'persoalan', 'koperasi', 'desa', 'merah', 'putih', 'ini', 'jadi', 'alur', 'dari', 'koperasi', 'desa', 'merah', 'putih', 'yang', 'sebenarnya', 'adalah', 'bank', 'himbara', 'kucurkan', 'dana', 'ke', 'agrinas', 'agrinas', 'memberikan', 'jatah', 'per', 'koperasi', 'desa', 'merah', 'putih', 'dimana', 'atau', 'saya', 'lupa', 'yang', 'mana', 'angka', 'persisnya', 'peruntukamnya', 'untuk', 'kantor', 'dam', 'sarana', 'pendukung', 'koperasi', 'desa', 'merah', 'putih', 'sisa', 'dari', 'setelah', 'dikurangi', 'angka', 'pembangunan', 'kantor', 'dan', 'sarana', 'pendukung', 'itulah', 'yang', 'dinamakan', 'modal', 'kerja', 'modal', 'kerja', 'ini', 'simpang', 'siur', 'masih', 'apakah', 'diberikan', 'dalam', 'bentuk', 'uang', 'tunai', 'atau', 'barang2', 'yang', 'akan', 'dijual', 'oleh', 'koperasi', 'desa', 'merah', 'putih', 'agrinas', 'langsung', 'memotong', 'dana', 'desa', 'sebesar', '640', 'juta', 'per', 'tahun', 'selama', 'tahun', 'jadi', 'dana', 'yang', 'diberikan', 'agrinas', 'akan', 'kembali', 'ke', 'agrinas', 'sebesar', 'sbg', 'sumber', 'pemgembalian', 'dana', 'dari', 'desa', 'mereka', 'tahu', 'kalau', 'sumber', 'pemgembalian', 'dari', 'koperasi', 'desa', 'merah', 'putih', 'ada', 'risiko', 'gagal', 'bayar', 'jika', 'kdmpnya', 'tidak', 'produktif', 'yang', 'harus', 'dikritisi', 'dengan', 'sistem', 'seperti', 'ini', 'adalah', 'kebijakan', 'ini', 'bertentangan', 'dengan', 'visi', 'prabowo', 'dimana', 'seharusnya', 'dengan', 'koperasi', 'desa', 'merah', 'putih', 'maka', 'ekonomi', 'desa', 'akan', 'bergerak', 'faktanya', 'pembangunan', 'koperasi', 'desa', 'merah', 'putih', 'tidak', 'melibatkan', 'desa', 'melainkan', 'dihandle', 'langsung', 'oleh', 'tni', 'kebijakan', 'pembangunan', 'koperasi', 'desa', 'merah', 'putih', 'seperti', 'sekarang', 'sangat', 'rawan', 'thd', 'isu', 'korupsi', 'rumor', 'yang', 'beredar', 'dana', 'pembangunan', 'terindikasi', 'disunat', 'ketidaksiapan', 'sdm', 'di', 'desa', 'menyebabkan', 'banyak', 'koperasi', 'yang', 'bingung', 'mau', 'bisnis', 'apa', 'seharusnya', 'koperasi', 'desa', 'merah', 'putih', 'berfungsi', 'sebagai', 'supplier', 'utama', 'dari', 'mbg', 'hal', 'ini', 'bertujuan', 'agar', 'jgn', 'sampai', 'produk', 'koperasi', 'desa', 'merah', 'putih', 'justru', 'bersaing', 'dengan', 'pengusaha', 'lokal', 'di', 'desa'];TNI, Prabowo, KDMP;Korupsi, Militerisasi, Dana Desa, Kebijakan;Out_of_Topic;Out_of_Topic;Diskusi
Di KDMP ITU KAN SUDAH ADA STRUKTUR PENANGGUNG JAWAB..KETUA PENGURUS,BENDAHARA,SEKERTARIS..trus manfaat mereka apa..buat pajangan?kasian juga karena wacana gaji mereka masih blm ada tapi pusat memprioritaskan rekrutmen managernya..;Di KDMP ITU KAN SUDAH ADA STRUKTUR PENANGGUNG JAWAB KETUA PENGURUS BENDAHARA SEKERTARIS trus manfaat mereka apa buat pajangan kasian juga karena wacana gaji mereka masih blm ada tapi pusat memprioritaskan rekrutmen managernya;di koperasi desa merah putih itu sudah ada struktur penanggung jawab ketua pengurus bendahara sekertaris terus manfaat mereka apa untuk pajangan kasian juga karena wacana gaji mereka masih belum ada tapi pusat memprioritaskan rekrutmen managernya;di koperasi desa merah putih itu sudah ada struktur penanggung jawab ketua pengurus bendahara sekertaris terus manfaat mereka apa untuk pajangan kasian juga karena wacana gaji mereka masih belum ada tapi pusat memprioritaskan rekrutmen managernya;['di', 'koperasi', 'desa', 'merah', 'putih', 'itu', 'sudah', 'ada', 'struktur', 'penanggung', 'jawab', 'ketua', 'pengurus', 'bendahara', 'sekertaris', 'terus', 'manfaat', 'mereka', 'apa', 'untuk', 'pajangan', 'kasian', 'juga', 'karena', 'wacana', 'gaji', 'mereka', 'masih', 'belum', 'ada', 'tapi', 'pusat', 'memprioritaskan', 'rekrutmen', 'managernya'];KDMP;Pengelolaan;Diskusi;Diskusi;Diskusi
"Pemerintah tolong berikan jabatan ke 4 orang ini,bisaga jalankan fungsinya yg baik dan bener,biasanya modelan gini omon omon doang.
Belum tau hasilnya gimana udah di nyinyirin dulu tempe tempe";Pemerintah tolong berikan jabatan ke 4 orang ini bisaga jalankan fungsinya yg baik dan bener biasanya modelan gini omon omon doang Belum tau hasilnya gimana udah di nyinyirin dulu tempe tempe;pemerintah tolong berikan jabatan ke 4 orang ini bisaga jalankan fungsinya yang baik dan benar biasanya modelan gini omon omon doang belum tahu hasilnya bagaimana sudah di nyinyirin dulu tempe tempe;pemerintah tolong berikan jabatan ke orang ini bisaga jalankan fungsinya yang baik dan benar biasanya modelan gini omon omon doang belum tahu hasilnya bagaimana sudah di nyinyirin dulu tempe tempe;['pemerintah', 'tolong', 'berikan', 'jabatan', 'ke', 'orang', 'ini', 'bisaga', 'jalankan', 'fungsinya', 'yang', 'baik', 'dan', 'benar', 'biasanya', 'modelan', 'gini', 'omon', 'omon', 'doang', 'belum', 'tahu', 'hasilnya', 'bagaimana', 'sudah', 'di', 'nyinyirin', 'dulu', 'tempe', 'tempe'];Tidak Terdeteksi;Kebijakan;Diskusi;Diskusi;Mendukung
"Koperasi Desa Merah Putih (kdmp) dibangun atas INPRES.
Desa wajib siapkan lahan, TNI yg bangun, brp % potongan anggaran yg DI TILEP? Setelah selesai desa bingung mau buat apa?
Dana bangun dan modal usaha dari pemerintah, yg ternyata DANA DESA yg dipotong 58%, utk kredit bank 6 thn, tersisa hanya utk gaji staf kantor desa.
6 Thn kedepan, DESA  tdk ada dana utk bangun jalan, perbaikan rumah dan bantuan orang miskin.
Akhirnya KDMP jadi semak belukar. Ditipu lagi rakyat. Itulah Konoha.";Koperasi Desa Merah Putih kdmp dibangun atas INPRES Desa wajib siapkan lahan TNI yg bangun brp potongan anggaran yg DI TILEP Setelah selesai desa bingung mau buat apa Dana bangun dan modal usaha dari pemerintah yg ternyata DANA DESA yg dipotong 58 utk kredit bank 6 thn tersisa hanya utk gaji staf kantor desa 6 Thn kedepan DESA tdk ada dana utk bangun jalan perbaikan rumah dan bantuan orang miskin Akhirnya KDMP jadi semak belukar Ditipu lagi rakyat Itulah Konoha;koperasi desa merah putih koperasi desa merah putih dibangun atas inpres desa wajib siapkan lahan tni yang bangun brp potongan anggaran yang di tilep setelah selesai desa bingung mau untuk apa dana bangun dan modal usaha dari pemerintah yang ternyata dana desa yang dipotong 58 untuk kredit bank 6 thn tersisa hanya untuk gaji staf kantor desa 6 thn kedepan desa tidak ada dana untuk bangun jalan perbaikan rumah dan bantuan orang miskin akhirnya koperasi desa merah putih jadi semak belukar ditipu lagi rakyat itulah konoha;koperasi desa merah putih koperasi desa merah putih dibangun atas inpres desa wajib siapkan lahan tni yang bangun brp potongan anggaran yang di tilep setelah selesai desa bingung mau untuk apa dana bangun dan modal usaha dari pemerintah yang ternyata dana desa yang dipotong 58 untuk kredit bank thn tersisa hanya untuk gaji staf kantor desa thn kedepan desa tidak ada dana untuk bangun jalan perbaikan rumah dan bantuan orang miskin akhirnya koperasi desa merah putih jadi semak belukar ditipu lagi rakyat itulah konoha;['koperasi', 'desa', 'merah', 'putih', 'koperasi', 'desa', 'merah', 'putih', 'dibangun', 'atas', 'inpres', 'desa', 'wajib', 'siapkan', 'lahan', 'tni', 'yang', 'bangun', 'brp', 'potongan', 'anggaran', 'yang', 'di', 'tilep', 'setelah', 'selesai', 'desa', 'bingung', 'mau', 'untuk', 'apa', 'dana', 'bangun', 'dan', 'modal', 'usaha', 'dari', 'pemerintah', 'yang', 'ternyata', 'dana', 'desa', 'yang', 'dipotong', '58', 'untuk', 'kredit', 'bank', 'thn', 'tersisa', 'hanya', 'untuk', 'gaji', 'staf', 'kantor', 'desa', 'thn', 'kedepan', 'desa', 'tidak', 'ada', 'dana', 'untuk', 'bangun', 'jalan', 'perbaikan', 'rumah', 'dan', 'bantuan', 'orang', 'miskin', 'akhirnya', 'koperasi', 'desa', 'merah', 'putih', 'jadi', 'semak', 'belukar', 'ditipu', 'lagi', 'rakyat', 'itulah', 'konoha'];TNI, KDMP;Militerisasi, Dana Desa, Kebijakan;Mendukung;Mendukung;Menolak
"Dia mau ngasih uang ,,ke rakyat dalam bentuk koperasi 

Yang sakit hati itu para elit koruptor ??";Dia mau ngasih uang ke rakyat dalam bentuk koperasi Yang sakit hati itu para elit koruptor;dia mau memberi uang ke rakyat dalam bentuk koperasi yang sakit hati itu para elit koruptor;dia mau memberi uang ke rakyat dalam bentuk koperasi yang sakit hati itu para elit koruptor;['dia', 'mau', 'memberi', 'uang', 'ke', 'rakyat', 'dalam', 'bentuk', 'koperasi', 'yang', 'sakit', 'hati', 'itu', 'para', 'elit', 'koruptor'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Mendukung
Sppg polisi, koperasi mp tentara.... rakyat sipil????;Sppg polisi koperasi mp tentara rakyat sipil;sppg polisi koperasi mp tni rakyat sipil;sppg polisi koperasi mp tni rakyat sipil;['sppg', 'polisi', 'koperasi', 'mp', 'tni', 'rakyat', 'sipil'];TNI;Militerisasi;Netral;Netral;Diskusi
saya setuju kalo pengelolaan koprasi diserahkan pada tni;saya setuju kalo pengelolaan koprasi diserahkan pada tni;saya setuju kalau pengelolaan koperasi diserahkan pada tni;saya setuju kalau pengelolaan koperasi diserahkan pada tni;['saya', 'setuju', 'kalau', 'pengelolaan', 'koperasi', 'diserahkan', 'pada', 'tni'];TNI;Militerisasi;Mendukung;Mendukung;Mendukung
Mantap tattonya ..;Mantap tattonya;mantap tattonya;mantap tattonya;['mantap', 'tattonya'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Out_of_Topic
Biar saja yg jadi manager orang dari desa lain nanti kan akan pusing sendiri, awal pembentukan KDMP adalah simpanan wajib dari para pendirri dan pengurus di desa setempat, kok managernya dari orang lain, negara memang cuma menjadikan program dengan mengacak acak rakyat, mbok jangan mengada ada, di desa sarjana ekonomi yo banyak bisa jadi manager, negara dah seenaknya saja tanpa mikir resikonya;Biar saja yg jadi manager orang dari desa lain nanti kan akan pusing sendiri awal pembentukan KDMP adalah simpanan wajib dari para pendirri dan pengurus di desa setempat kok managernya dari orang lain negara memang cuma menjadikan program dengan mengacak acak rakyat mbok jangan mengada ada di desa sarjana ekonomi yo banyak bisa jadi manager negara dah seenaknya saja tanpa mikir resikonya;biar saja yang jadi manager orang dari desa lain nanti akan pusing sendiri awal pembentukan koperasi desa merah putih adalah simpanan wajib dari para pendirri dan pengurus di desa setempat managernya dari orang lain negara memang hanya menjadikan program dengan mengacak acak rakyat mbok jangan mengada ada di desa sarjana ekonomi yo banyak bisa jadi manager negara dah seenaknya saja tanpa mikir resikonya;biar saja yang jadi manager orang dari desa lain nanti akan pusing sendiri awal pembentukan koperasi desa merah putih adalah simpanan wajib dari para pendirri dan pengurus di desa setempat managernya dari orang lain negara memang hanya menjadikan program dengan mengacak acak rakyat mbok jangan mengada ada di desa sarjana ekonomi yo banyak bisa jadi manager negara dah seenaknya saja tanpa mikir resikonya;['biar', 'saja', 'yang', 'jadi', 'manager', 'orang', 'dari', 'desa', 'lain', 'nanti', 'akan', 'pusing', 'sendiri', 'awal', 'pembentukan', 'koperasi', 'desa', 'merah', 'putih', 'adalah', 'simpanan', 'wajib', 'dari', 'para', 'pendirri', 'dan', 'pengurus', 'di', 'desa', 'setempat', 'managernya', 'dari', 'orang', 'lain', 'negara', 'memang', 'hanya', 'menjadikan', 'program', 'dengan', 'mengacak', 'acak', 'rakyat', 'mbok', 'jangan', 'mengada', 'ada', 'di', 'desa', 'sarjana', 'ekonomi', 'yo', 'banyak', 'bisa', 'jadi', 'manager', 'negara', 'dah', 'seenaknya', 'saja', 'tanpa', 'mikir', 'resikonya'];KDMP;Pengelolaan, Kebijakan;Menolak;Menolak;Menolak
Cuan cuan gede lo.;Cuan cuan gede lo;keuntungan keuntungan gede kamu;keuntungan keuntungan gede kamu;['keuntungan', 'keuntungan', 'gede', 'kamu'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
Sotoy lagi ni tempo;Sotoy lagi ni tempo;sotoy lagi ni tempo;sotoy lagi ni tempo;['sotoy', 'lagi', 'ni', 'tempo'];Tempo;Media;Netral;Netral;Menolak
Saya masih sulit memahami koperasi merah putih yang dibentuk oleh pemerintah karena   setau saya koperasi itu ada karena adanya anggota yang menghimpun dana melalui simpanan pokok, simpanan wajib dan sukarela dari masing-anggota untuk dikelola menjadi usaha bersama . Kalau koperasi dibentuk atau dimodali pemerintah lalu siapa anggotanya ? .;Saya masih sulit memahami koperasi merah putih yang dibentuk oleh pemerintah karena setau saya koperasi itu ada karena adanya anggota yang menghimpun dana melalui simpanan pokok simpanan wajib dan sukarela dari masing anggota untuk dikelola menjadi usaha bersama Kalau koperasi dibentuk atau dimodali pemerintah lalu siapa anggotanya;saya masih sulit memahami koperasi desa merah putih yang dibentuk oleh pemerintah karena setau saya koperasi itu ada karena adanya anggota yang menghimpun dana melalui simpanan pokok simpanan wajib dan sukarela dari masing anggota untuk dikelola menjadi usaha bersama kalau koperasi dibentuk atau dimodali pemerintah lalu siapa anggotanya;saya masih sulit memahami koperasi desa merah putih yang dibentuk oleh pemerintah karena setau saya koperasi itu ada karena adanya anggota yang menghimpun dana melalui simpanan pokok simpanan wajib dan sukarela dari masing anggota untuk dikelola menjadi usaha bersama kalau koperasi dibentuk atau dimodali pemerintah lalu siapa anggotanya;['saya', 'masih', 'sulit', 'memahami', 'koperasi', 'desa', 'merah', 'putih', 'yang', 'dibentuk', 'oleh', 'pemerintah', 'karena', 'setau', 'saya', 'koperasi', 'itu', 'ada', 'karena', 'adanya', 'anggota', 'yang', 'menghimpun', 'dana', 'melalui', 'simpanan', 'pokok', 'simpanan', 'wajib', 'dan', 'sukarela', 'dari', 'masing', 'anggota', 'untuk', 'dikelola', 'menjadi', 'usaha', 'bersama', 'kalau', 'koperasi', 'dibentuk', 'atau', 'dimodali', 'pemerintah', 'lalu', 'siapa', 'anggotanya'];KDMP;Pengelolaan, Kebijakan;Diskusi;Diskusi;Diskusi
Hanya untuk sarang korupsi aja percuma ada koperasi desa untuk memperkaya pribadi;Hanya untuk sarang korupsi aja percuma ada koperasi desa untuk memperkaya pribadi;hanya untuk sarang korupsi saja percuma ada koperasi desa untuk memperkaya pribadi;hanya untuk sarang korupsi saja percuma ada koperasi desa untuk memperkaya pribadi;['hanya', 'untuk', 'sarang', 'korupsi', 'saja', 'percuma', 'ada', 'koperasi', 'desa', 'untuk', 'memperkaya', 'pribadi'];KDMP;Korupsi;Menolak;Menolak;Menolak
Sebaiknua di urus oleh orang profesional, biarkanlah TNI dibidangnya sendiri;Sebaiknua di urus oleh orang profesional biarkanlah TNI dibidangnya sendiri;sebaiknua di urus oleh orang profesional biarkanlah tni dibidangnya sendiri;sebaiknua di urus oleh orang profesional biarkanlah tni dibidangnya sendiri;['sebaiknua', 'di', 'urus', 'oleh', 'orang', 'profesional', 'biarkanlah', 'tni', 'dibidangnya', 'sendiri'];TNI;Militerisasi;Mendukung;Mendukung;Menolak
KUD   BANGKRUT...DIKORUPSI PE GURUS NYA.....;KUD BANGKRUT DIKORUPSI PE GURUS NYA;koperasi unit desa bangkrut dikorupsi pe gurus nya;koperasi unit desa bangkrut dikorupsi pe gurus nya;['koperasi', 'unit', 'desa', 'bangkrut', 'dikorupsi', 'pe', 'gurus', 'nya'];Tidak Terdeteksi;Korupsi, KUD;Menolak;Menolak;Menolak
Yg membuat keputusan import harus dihukum sebagai pengkhianat negara, siapapun itu, industri lagi lesu malah import barang yg sebenarnya bisa dibuat sendiri dg lebih baik;Yg membuat keputusan import harus dihukum sebagai pengkhianat negara siapapun itu industri lagi lesu malah import barang yg sebenarnya bisa dibuat sendiri dg lebih baik;yang membuat keputusan import harus dihukum sebagai pengkhianat negara siapapun itu industri lagi lesu malah import barang yang sebenarnya bisa dibuat sendiri dengan lebih baik;yang membuat keputusan import harus dihukum sebagai pengkhianat negara siapapun itu industri lagi lesu malah import barang yang sebenarnya bisa dibuat sendiri dengan lebih baik;['yang', 'membuat', 'keputusan', 'import', 'harus', 'dihukum', 'sebagai', 'pengkhianat', 'negara', 'siapapun', 'itu', 'industri', 'lagi', 'lesu', 'malah', 'import', 'barang', 'yang', 'sebenarnya', 'bisa', 'dibuat', 'sendiri', 'dengan', 'lebih', 'baik'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Menolak
Koperasi Nusantara donk di colek atau di investigasi donk orang orang tempo kerena tu, karena itu triki juga tu ?????? pemiliknya cuma 1 orang aja tu, isunya ada orang kuat juga tu;Koperasi Nusantara donk di colek atau di investigasi donk orang orang tempo kerena tu karena itu triki juga tu pemiliknya cuma 1 orang aja tu isunya ada orang kuat juga tu;koperasi nusantara donk di colek atau di investigasi donk orang orang tempo kerena tu karena itu triki juga tu pemiliknya hanya 1 orang saja tu isunya ada orang kuat juga tu;koperasi nusantara donk di colek atau di investigasi donk orang orang tempo kerena tu karena itu triki juga tu pemiliknya hanya orang saja tu isunya ada orang kuat juga tu;['koperasi', 'nusantara', 'donk', 'di', 'colek', 'atau', 'di', 'investigasi', 'donk', 'orang', 'orang', 'tempo', 'kerena', 'tu', 'karena', 'itu', 'triki', 'juga', 'tu', 'pemiliknya', 'hanya', 'orang', 'saja', 'tu', 'isunya', 'ada', 'orang', 'kuat', 'juga', 'tu'];Tempo;Media;Out_of_Topic;Out_of_Topic;
Barangkali lebih baik pemerintah membantu pengembangan koperasi yg sudah ada dengan memberikan ide pengembangan produk ( usaha ) dan menampung produk yg dihasilkan dan pemerinrahlah yg mengeksport produk dari yg disediakan koperasi;Barangkali lebih baik pemerintah membantu pengembangan koperasi yg sudah ada dengan memberikan ide pengembangan produk usaha dan menampung produk yg dihasilkan dan pemerinrahlah yg mengeksport produk dari yg disediakan koperasi;barangkali lebih baik pemerintah membantu pengembangan koperasi yang sudah ada dengan memberikan ide pengembangan produk usaha dan menampung produk yang dihasilkan dan pemerinrahlah yang mengeksport produk dari yang disediakan koperasi;barangkali lebih baik pemerintah membantu pengembangan koperasi yang sudah ada dengan memberikan ide pengembangan produk usaha dan menampung produk yang dihasilkan dan pemerinrahlah yang mengeksport produk dari yang disediakan koperasi;['barangkali', 'lebih', 'baik', 'pemerintah', 'membantu', 'pengembangan', 'koperasi', 'yang', 'sudah', 'ada', 'dengan', 'memberikan', 'ide', 'pengembangan', 'produk', 'usaha', 'dan', 'menampung', 'produk', 'yang', 'dihasilkan', 'dan', 'pemerinrahlah', 'yang', 'mengeksport', 'produk', 'dari', 'yang', 'disediakan', 'koperasi'];Tidak Terdeteksi;Kebijakan;Mendukung;Mendukung;Mendukung
